material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,elastic_modulus_GPa,MQI
mp-873123,Au2Se3,2,cubic,211,Oxide,-4.1223,0.005,2.656,0,151.45,94.68,0.2119,4.782,4,329.67,2927.0,1,229.485384,135.7784304
mp-817514,Zr4B2,2,cubic,229,Halide,-4.8701,0.033,4.04,0,121.62,62.14,0.2769,3.745,24,1350.66,1678.0,1,158.693132,93.71787919999998
mp-763491,He3Ca,2,tetragonal,126,Metal,-2.2179,0.0261,0.0,1,89.38,45.28,0.2856,11.127,8,1456.5,1506.0,1,116.42393600000001,65.4035616
mp-240388,Ti3B2Mg3,3,cubic,199,Semiconductor,-1.5808,0.0219,1.537,0,59.76,35.64,0.2455,8.318,2,100.82,889.0,1,88.77924,49.940344
mp-23299,Ag3Hf4Ti3Mo4,4,monoclinic,10,Metal,-1.0533,0.0768,0.0,1,122.02,43.59,0.3343,6.331,2,183.95,200.0,0,116.32427400000002,67.26216440000002
mp-772826,Ir2Cd4,2,cubic,202,Metal,-0.6704,0.0311,0.0,1,239.08,135.69,0.2587,5.975,2,173.12,1614.0,1,341.586006,202.5616036
mp-437076,Ca2Cd,2,cubic,200,Oxide,-2.5793,0.0051,7.631,0,275.4,102.28,0.3287,5.299,12,702.68,1800.0,1,271.798872,160.9597232
mp-114180,Ru3Ni4,2,trigonal,148,Alloy,-0.6097,0.0199,0.0,1,176.38,72.93,0.3202,5.685,24,1777.08,1236.0,1,192.56437200000002,113.2646232
mp-568691,P4Os4,2,hexagonal,192,Ceramic,-3.4574,0.0321,4.159,0,119.54,55.31,0.3026,7.525,8,632.57,1513.0,1,144.093612,83.44616719999999
mp-599682,PtRe2Cu2,3,tetragonal,95,Perovskite,-3.9226,0.0036,0.058,0,76.83,44.06,0.2348,3.589,8,252.11,832.0,1,108.810576,63.85074559999999
mp-977737,Zr3,1,tetragonal,91,Semiconductor,-0.5519,0.0761,0.631,0,115.45,81.61,0.2234,1.851,8,199.34,1244.0,0,199.683348,119.0696088
mp-699429,As4Ba2Mo4,3,hexagonal,190,Metal,-0.4455,0.0188,0.0,1,59.07,48.02,0.1924,14.02,4,501.33,867.0,1,114.518096,63.10285759999999
mp-713884,W4Al3,2,tetragonal,107,Semiconductor,-1.1311,0.0156,1.27,0,56.12,51.9,0.1365,3.689,6,223.87,1293.0,1,117.9687,69.30561999999999
mp-559007,Ni3Rh2K3,3,trigonal,160,Halide,-2.8994,0.0299,5.175,0,39.67,19.23,0.293,5.646,2,143.64,1480.0,1,49.72878,27.578868
mp-487485,NAl3BiPb4,4,tetragonal,105,Ceramic,-4.1961,0.0167,9.294,0,316.73,92.41,0.3727,4.278,2,64.45,2518.0,1,253.702414,150.5102484
mp-426648,NP3,2,cubic,218,Carbide,-0.4845,0.0413,3.556,0,231.86,49.21,0.4004,9.319,2,208.52,2147.0,1,137.82736799999998,78.96882079999999
mp-163736,AgNi3Ca2,3,cubic,220,Silicate,-2.6126,0.0361,9.924,0,64.6,14.76,0.3886,5.003,8,656.08,1505.0,1,40.991472,22.5936832
mp-841146,O4ScGe2,3,hexagonal,171,Alloy,-1.0836,0.0054,0.0,1,139.01,51.87,0.3242,9.747,12,1553.67,908.0,1,137.372508,78.52470480000001
mp-103796,Mg2W3V4,3,cubic,222,Metal,-0.0668,0.0518,0.0,1,98.68,43.39,0.2968,11.786,2,336.57,2175.0,0,112.536304,62.807382399999995
mp-196295,Fe3CaSr2Cr,4,tetragonal,116,Oxide,-5.5458,0.0128,5.422,0,185.14,77.35,0.3235,5.437,6,372.5,1749.0,1,204.74545,120.67246999999999
mp-678035,PbPt,2,orthorhombic,66,Metal,-0.6105,0.0912,0.0,1,165.86,99.45,0.2518,8.82,4,316.07,929.0,0,248.98302,145.86181200000001
mp-933957,Te,1,tetragonal,120,Ceramic,-2.602,0.0118,4.365,0,224.26,91.72,0.3292,3.885,24,931.46,2091.0,1,243.82844799999998,144.74306879999997
mp-742507,Ne2Ga,2,trigonal,156,Oxide,-3.9611,0.003,2.958,0,183.08,92.35,0.2828,2.476,4,146.4,1882.0,1,236.93316,141.16949599999998
mp-63041,H4O2Y,3,cubic,224,Oxide,-2.6148,0.0831,6.227,0,236.67,93.21,0.3257,2.93,12,453.43,2074.0,0,247.13699399999996,147.11019639999998
mp-917259,ReCaSe,3,hexagonal,188,Halide,-2.5531,0.0096,2.928,0,155.22,70.26,0.3031,0.5,8,45.11,1009.0,1,183.111612,109.6669672
mp-765577,Sr3,1,cubic,205,Boride,-0.8557,0.0573,0.709,0,226.9,128.34,0.2551,6.328,8,679.21,532.0,0,322.15906800000005,190.7642408
mp-246361,CMo4,2,tetragonal,131,Oxide,-2.2034,0.0291,6.057,0,200.08,62.74,0.3674,5.739,24,1975.38,3336.0,1,171.581352,100.65321120000002
mp-266071,Hf2VLa3He3,4,orthorhombic,72,Ceramic,-1.9169,0.0171,4.082,0,125.8,78.88,0.242,3.786,8,202.26,2031.0,1,195.93792,116.048352
mp-970465,Be4Zn2La4,3,cubic,214,Chalcogenide,-1.084,0.0545,1.98,0,124.26,74.02,0.2392,2.315,4,133.7,1226.0,0,183.451168,109.1447008
mp-958433,S2Cl4Zr3,3,trigonal,155,Semiconductor,-1.1784,0.1203,1.731,0,54.0,24.69,0.3041,3.085,6,251.76,1177.0,0,64.39645800000001,37.403874800000004
mp-603919,Os2Cd4Zr3,3,tetragonal,106,Oxide,-3.8379,0.0218,8.157,0,16.96,7.7,0.3228,8.225,12,1047.29,2089.0,1,20.37112,8.932672
mp-364155,Si3Re3,2,hexagonal,174,Carbide,-2.3815,0.0048,1.642,0,134.63,84.05,0.2511,5.735,2,113.22,1529.0,1,210.30991,123.891946
mp-890149,FeGa2Zr,3,orthorhombic,39,Intermetallic,-0.3179,0.0284,0.0,1,165.54,120.01,0.2025,3.86,6,375.43,556.0,1,288.62405000000007,171.63043000000002
mp-798780,Sc2Pt3Ga4,3,tetragonal,106,Oxide,-3.5834,0.0009,5.663,0,120.34,58.29,0.2947,5.454,4,236.56,2231.0,1,150.936126,88.3800756
mp-202010,SiMn4,2,tetragonal,139,Oxide,-2.852,0.0218,5.053,0,237.6,66.04,0.367,4.607,6,206.56,2550.0,1,180.55336000000003,106.48921600000001
mp-781284,CaNe3Cu3,3,tetragonal,128,Oxide,-2.9765,0.0417,8.498,0,86.46,45.94,0.2668,4.647,16,565.16,1964.0,1,116.39358399999999,67.97735039999999
mp-6742,NTi3Os4,3,hexagonal,172,Metal,-0.9799,0.07,0.0,1,127.91,85.49,0.2257,4.666,24,1245.18,1496.0,0,209.57018599999998,123.87571159999999
mp-265205,ClTi4Br2P4,4,hexagonal,175,Oxide,-2.3486,0.0411,0.5,0,184.0,161.95,0.1876,3.526,4,40.83,2599.0,1,384.66364,229.38778399999998
mp-371862,Mn3Ba2P2,3,hexagonal,184,Sulfide,-3.2416,0.0035,3.16,0,120.83,70.87,0.244,5.061,8,621.66,686.0,1,176.32456000000002,103.77033600000001
mp-983967,Sc4,1,triclinic,2,Phosphide,-1.0999,0.1209,1.467,0,71.97,40.51,0.2565,2.878,8,206.53,450.0,0,101.80162999999999,59.929777999999985
mp-214534,Ni3Pd4,2,hexagonal,175,Oxide,-2.0896,0.0115,6.182,0,366.2,147.56,0.3259,2.651,8,227.0,2278.0,1,391.29960800000003,233.71936480000002
mp-905419,Ga4F2Rh,3,hexagonal,183,Halide,-3.596,0.0106,1.188,0,123.68,76.21,0.2632,2.604,6,204.97,629.0,1,192.53694399999998,114.48056639999997
mp-562639,Sn3V4CaAs4,4,triclinic,2,Alloy,-1.1754,0.1498,0.0,1,11.45,8.01,0.2284,0.5,4,16.8,1650.0,0,19.678967999999998,11.6073808
mp-22583,Ti4,1,cubic,209,Halide,-0.9206,0.0724,5.795,0,11.62,6.53,0.2592,6.253,24,1368.07,867.0,0,16.445152,7.365891199999998
mp-364426,Ru4,1,trigonal,146,Oxide,-1.8988,0.0517,5.118,0,164.01,26.3,0.424,4.488,12,247.62,2392.0,0,74.9024,43.14624
mp-307321,Cr3Na3,2,cubic,200,Chalcogenide,-0.2123,0.2201,0.335,0,56.97,41.08,0.2254,3.717,8,305.12,1178.0,0,100.678864,58.9205184
mp-538299,CMn2Se2,3,cubic,195,Oxide,-4.7804,0.0063,5.85,0,152.35,29.59,0.4018,5.995,8,634.55,2323.0,1,82.958524,47.377114399999996
mp-221905,V2Si4Co4,3,cubic,202,Chalcogenide,-0.2208,0.0443,4.096,0,94.67,77.22,0.171,4.983,8,546.37,1605.0,1,180.84924,106.516344
mp-774869,HePb,2,cubic,198,Semiconductor,-0.566,0.1943,1.37,0,117.41,69.51,0.257,7.771,2,209.27,626.0,0,174.74814000000003,101.74048400000001
mp-829969,ZrGe2,2,cubic,200,Oxide,-4.395,0.0089,5.872,0,239.29,94.16,0.3156,3.029,8,267.56,2512.0,1,247.75379199999998,147.4406752
mp-648417,BaLiRh3,3,orthorhombic,66,Sulfide,-1.2348,0.0129,0.047,0,127.36,88.44,0.2271,3.475,8,314.42,650.0,1,217.049448,128.83966880000003
mp-632918,Rh3FeOs4N3,4,hexagonal,186,Metal,-1.5527,0.0107,0.0,1,113.17,24.11,0.4029,8.617,6,486.39,1477.0,1,67.647838,37.14190279999999
mp-576751,In2Mg,2,monoclinic,14,Boride,-0.3281,0.0565,1.719,0,254.94,188.8,0.208,7.03,6,307.52,1078.0,0,456.1408,270.87248
mp-146248,S2CK3,3,tetragonal,127,Metal,-2.8079,0.0491,0.0,1,81.56,52.18,0.2426,10.912,6,615.91,624.0,1,129.67773599999998,73.44184159999999
mp-705844,Mo3La3,2,triclinic,2,Sulfide,-1.3736,0.0951,2.053,0,58.66,27.83,0.2867,2.919,4,146.01,1495.0,0,71.61772199999999,41.80303319999999
mp-744909,SAg2Ne2,3,orthorhombic,66,Oxide,-2.0227,0.0005,6.901,0,112.86,59.51,0.2811,4.736,16,681.27,2577.0,1,152.476522,89.59151319999998
mp-608161,YZr3Ne4,3,tetragonal,112,Ceramic,-5.3792,0.0135,3.366,0,218.37,94.86,0.3093,3.615,16,748.58,2236.0,1,248.40039599999997,147.59423759999999
mp-129448,ClOSe,3,orthorhombic,52,Carbide,-0.7806,0.0236,0.745,0,328.8,234.49,0.2229,5.309,32,2910.66,1837.0,1,573.5156420000001,341.9857852
mp-402424,Sc3,1,monoclinic,8,Semiconductor,-0.3258,0.1157,0.983,0,96.86,68.21,0.2317,2.69,24,722.64,1402.0,0,168.02851399999997,99.74110839999999
mp-233718,Ba3Mo4,2,cubic,210,Sulfide,-0.2865,0.0315,2.753,0,34.41,14.91,0.3124,4.497,4,258.77,877.0,1,39.135768,21.682660799999997
mp-597954,Ca3In2,2,hexagonal,170,Oxide,-1.3585,0.0371,5.039,0,132.76,53.0,0.3248,5.387,12,736.6,1855.0,1,140.4288,82.10248
mp-132991,Sc2,1,tetragonal,103,Semiconductor,-0.8966,0.148,2.588,0,41.49,22.07,0.2799,5.853,8,610.42,1282.0,0,56.494786000000005,31.555671600000004
mp-510062,Cl3Mn3,2,tetragonal,81,Intermetallic,-0.8876,0.0073,0.0,1,4.25,2.69,0.2522,5.37,16,1317.36,2248.0,1,6.736835999999999,1.8941015999999995
mp-647406,Ni4Y2,2,orthorhombic,60,Sulfide,-1.87,0.0888,1.511,0,125.14,35.18,0.365,4.078,16,801.37,926.0,0,96.0414,55.99363999999999
mp-619991,AlFe3He3,3,monoclinic,12,Silicate,-3.0858,0.0236,6.189,0,72.03,27.41,0.3134,6.674,4,205.36,1552.0,1,72.00058800000001,40.5307528
mp-680454,NiTe2,2,cubic,196,Halide,-3.4647,0.0184,6.358,0,49.96,42.45,0.1834,3.584,32,1456.7,1766.0,1,100.47066000000001,58.84879600000001
mp-296031,RhAu2Sc3,3,cubic,229,Alloy,-1.7421,0.2034,0.0,1,124.26,64.32,0.2652,4.787,4,167.39,1805.0,0,162.755328,95.73839679999999
mp-430064,Be4Y3V4Mg3,4,trigonal,145,Ceramic,-2.9771,0.0089,1.523,0,71.66,32.81,0.2991,2.741,4,175.53,2956.0,1,85.246942,50.0517652
mp-260715,ZnY,2,tetragonal,95,Silicate,-2.605,0.0091,4.642,0,73.96,45.87,0.249,5.838,4,370.82,1465.0,1,114.58326000000001,66.414756
mp-279229,Ru3,1,cubic,197,Oxide,-3.6895,0.0031,2.414,0,186.59,62.6,0.3535,3.256,8,213.84,2136.0,1,169.4582,100.37252
mp-324643,Pd2Cr,2,cubic,195,Metal,-0.0812,0.0031,0.0,1,91.62,31.45,0.3497,8.369,4,413.62,200.0,1,84.89612999999999,47.59007799999999
mp-990929,IrSr3,2,cubic,197,Carbide,-0.87,0.0997,1.464,0,210.41,100.2,0.2988,7.344,16,1638.42,1962.0,0,260.27952,153.230112
mp-532435,O4W4,2,tetragonal,119,Semiconductor,-0.0493,0.001,0.675,0,46.56,33.42,0.2341,1.154,4,67.29,1218.0,1,82.487244,49.030746400000005
mp-962672,Cd4As,2,hexagonal,169,Semiconductor,-1.4509,0.1359,3.381,0,116.57,48.62,0.3177,4.057,8,381.39,1364.0,0,128.13314799999998,75.25708879999999
mp-779907,RhNb3Mn2,3,cubic,205,Semiconductor,-0.7959,0.0301,2.416,0,57.3,27.5,0.3016,5.535,8,707.26,907.0,1,71.58800000000001,40.738800000000005
mp-220949,Se3Nb3,2,hexagonal,174,Nitride,-1.4135,0.0005,1.935,0,271.14,97.65,0.3344,4.132,6,152.13,544.0,1,260.60832000000005,154.71219200000002
mp-96859,Mg2Ir4BiRh2,4,monoclinic,5,Metal,-0.1014,0.0283,0.0,1,210.56,57.32,0.3704,13.247,8,1156.65,2829.0,1,157.102656,88.9627936
mp-282453,LiH3Be2,3,hexagonal,181,Semiconductor,-1.238,0.0412,1.658,0,123.92,68.98,0.2707,4.01,8,257.35,1675.0,1,175.305772,103.57946319999999
mp-932609,Br2,1,hexagonal,172,Boride,-1.0525,0.1584,3.31,0,286.91,193.9,0.2408,8.522,16,1946.95,1370.0,0,481.18224,285.300544
mp-590619,Sr4Nb3,2,trigonal,150,Ceramic,-3.9344,0.0655,4.847,0,132.51,57.55,0.2967,6.906,12,656.73,1006.0,0,149.25017,86.787702
mp-448039,Li2Rh,2,cubic,201,Metal,-0.6301,0.0556,0.0,1,112.24,58.24,0.2714,10.178,6,554.75,1955.0,0,148.092672,84.78440319999999
mp-152792,FeC,2,tetragonal,131,Ceramic,-4.5327,0.021,2.647,0,164.09,94.59,0.2667,4.914,4,240.12,1994.0,1,239.634306,141.8149836
mp-151860,He4,1,hexagonal,175,Semiconductor,-0.7415,0.0258,0.513,0,52.18,37.44,0.1945,2.122,32,762.24,647.0,1,89.44416,52.817696
mp-804406,Se3Zn2Ru4Ag3,4,cubic,220,Semiconductor,-1.0668,0.1696,1.157,0,102.61,62.16,0.2483,2.946,6,290.84,1645.0,0,155.18865599999998,91.93479359999999
mp-768910,Ca2CoTi4,3,cubic,204,Intermetallic,-0.6741,0.1761,0.0,1,164.83,69.06,0.3117,13.533,6,993.32,402.0,0,181.17200400000002,103.2900024
mp-771406,Cl4Y2,2,orthorhombic,49,Oxide,-3.0417,0.019,4.49,0,97.81,39.58,0.3334,4.598,2,66.94,1809.0,1,105.55194399999999,61.491966399999995
mp-736609,S2TiLi4,3,cubic,196,Oxide,-4.5674,0.0208,5.775,0,163.93,146.26,0.1798,5.838,24,1585.65,2209.0,1,345.115096,204.7338576
mp-638189,He3ScPt,3,orthorhombic,45,Intermetallic,-1.4538,0.0296,0.0,1,69.58,62.54,0.1638,7.152,2,276.13,1805.0,1,145.568104,84.48006240000001
mp-422389,Cu2In3,2,tetragonal,125,Halide,-4.7415,0.0005,1.52,0,46.93,30.34,0.2227,4.308,4,193.59,1420.0,1,74.193436,42.7928616
mp-557943,C3Ar3,2,hexagonal,192,Metal,-0.5589,0.0725,0.0,1,207.49,128.67,0.2454,9.362,4,390.31,1968.0,0,320.49123599999996,188.54994159999998
mp-417509,Os4ZrNe,3,orthorhombic,40,Intermetallic,-0.3029,0.0123,0.0,1,108.13,55.4,0.2799,8.454,6,695.0,810.0,1,141.81292,81.70615199999999
mp-809339,H2LiAl4,3,tetragonal,106,Sulfide,-2.1963,0.0151,0.188,0,87.17,49.83,0.2582,4.24,6,406.06,748.0,1,125.392212,73.5393272
mp-189903,Ag2Pb2B3,3,orthorhombic,60,Semiconductor,-1.4325,0.0107,1.478,0,131.09,40.05,0.3548,5.037,2,96.35,1158.0,1,108.51947999999999,63.096887999999986
mp-281145,Fe2Pd2Ge2Mo2,4,hexagonal,173,Alloy,-1.4789,0.0264,0.0,1,49.39,33.85,0.2442,1.954,4,94.53,2154.0,1,84.23234000000001,49.75780400000001
mp-456800,La2YIn3,3,hexagonal,172,Chalcogenide,-0.874,0.1125,3.931,0,106.08,54.87,0.2812,4.265,12,422.66,1745.0,0,140.59888800000002,82.6533328
mp-73712,W4Fe3Sn3,3,hexagonal,178,Halide,-2.625,0.0095,3.151,0,58.27,24.98,0.3072,1.931,8,226.93,1597.0,1,65.307712,38.4122272
mp-408398,C3,1,hexagonal,186,Ceramic,-1.6032,0.0045,6.947,0,153.69,61.96,0.3209,4.679,6,214.63,2685.0,1,163.685928,96.3399568
mp-947585,Zr2Be4Se3,3,trigonal,144,Perovskite,-2.1838,0.0157,2.583,0,87.57,43.42,0.2743,5.023,2,112.44,1372.0,1,110.660212,64.3869272
mp-952025,Os4Bi2,2,cubic,198,Chalcogenide,-0.6923,0.1431,1.643,0,85.14,34.61,0.3062,2.566,32,1125.76,1442.0,0,90.415164,53.2226984
mp-956155,N3,1,tetragonal,78,Halide,-4.0641,0.0003,6.4,0,30.24,16.98,0.2543,3.934,4,182.19,1048.0,1,42.596028,23.9840168
mp-615832,Si2Ni3Cl3,3,monoclinic,5,Chalcogenide,-0.5898,0.0087,2.293,0,46.98,39.1,0.1841,3.913,4,189.9,1743.0,1,92.59662,53.992772
mp-304110,Re3P3V4,3,cubic,222,Oxide,-2.6281,0.0089,7.594,0,185.72,99.35,0.2903,2.998,24,786.38,1827.0,1,256.38261,152.630366
mp-488412,NaLi2,2,hexagonal,192,Ceramic,-2.2212,0.0056,4.844,0,184.0,65.61,0.3293,8.872,8,519.9,1585.0,1,174.430746,101.1096476
mp-894745,Rh2Fe4Cd3Ne4,4,orthorhombic,37,Semiconductor,-0.9693,0.0404,2.242,0,107.1,37.21,0.3511,4.803,16,919.71,1330.0,1,100.548862,58.4081172
mp-764854,N4Bi3Mo,3,hexagonal,183,Alloy,-1.3326,0.0032,0.0,1,93.41,70.0,0.1994,14.441,6,855.69,1766.0,1,167.916,94.9732
mp-438630,Ta2Au4Zr4,3,triclinic,1,Perovskite,-5.0441,0.0029,1.285,0,2.16,1.04,0.2938,5.12,2,165.22,1313.0,1,2.691104,-0.4333376
mp-951402,S2Be4,2,hexagonal,177,Metal,-0.269,0.1524,0.0,1,88.19,73.36,0.1751,1.72,16,327.25,1488.0,0,172.410672,102.7584032
mp-652098,Ta2Y3Ar2Ge3,4,hexagonal,173,Semiconductor,-2.4862,0.0133,1.478,0,123.34,85.83,0.2024,2.161,32,514.66,904.0,1,206.40398399999998,122.97799039999998
mp-779267,Hf3Cu3,2,tetragonal,89,Ceramic,-4.1178,0.0007,5.174,0,209.91,117.52,0.2392,5.369,12,599.49,1809.0,1,291.261568,172.60934079999998
mp-624792,He3Mn2,2,cubic,208,Metal,-0.1411,0.043,0.0,1,161.97,101.21,0.2472,13.491,8,1214.95,1480.0,1,252.458224,146.0785344
mp-322855,Ca2SeAl2,3,cubic,212,Semiconductor,-0.7203,0.0578,2.097,0,62.14,30.4,0.2915,7.92,2,149.15,860.0,0,78.5232,43.94592
mp-102511,La3B4,2,tetragonal,112,Metal,-0.0645,0.0217,0.0,1,105.09,43.88,0.3223,6.713,6,574.85,1904.0,1,116.04504800000001,66.94182880000001
mp-162992,HfSb4Nb4,3,tetragonal,86,Oxide,-3.3902,0.0138,9.458,0,165.77,71.52,0.3192,4.211,16,1105.39,2485.0,1,188.698368,111.5346208
mp-649908,Mn4Os3,2,monoclinic,11,Oxide,-3.3288,0.0251,4.003,0,180.18,114.34,0.2466,3.356,4,155.7,1902.0,1,285.07248799999996,169.70109279999997
mp-665870,Mo2B,2,hexagonal,189,Silicate,-3.6945,0.0237,5.173,0,42.36,15.48,0.3363,4.02,8,325.13,1299.0,1,41.371848,23.2151088
mp-747531,Br4Ca4,2,orthorhombic,72,Metal,-1.2374,0.0496,0.0,1,176.3,116.58,0.2221,1.572,8,217.91,1037.0,1,284.944836,170.3381016
mp-774358,Hf4Na2Ru,3,monoclinic,3,Phosphide,-1.9079,0.1428,2.202,0,8.22,2.15,0.3791,3.787,4,213.82,1834.0,0,5.93013,2.043278
mp-380900,Zr2In3,2,tetragonal,92,Ceramic,-1.1891,0.0536,4.224,0,189.9,154.67,0.1923,5.837,24,860.32,1493.0,0,368.82608199999993,218.96084919999996
mp-863636,Sb2Fe3,2,orthorhombic,43,Intermetallic,-1.351,0.0083,0.0,1,54.91,31.87,0.2452,0.5,2,8.19,967.0,1,79.369048,47.4214288
mp-281437,SiAs,2,cubic,206,Phosphide,-1.784,0.0585,0.331,0,140.04,49.76,0.3378,3.357,8,337.78,1576.0,0,133.137856,78.5399136
mp-311815,Os,1,cubic,198,Ceramic,-4.0591,0.0136,6.402,0,215.93,148.05,0.2314,7.292,32,3409.76,926.0,1,364.61754,215.853724
mp-195980,Ru4W,2,monoclinic,6,Ceramic,-1.6592,0.0081,4.36,0,163.56,68.05,0.3145,5.156,2,94.64,1584.0,1,178.90345,105.27967
mp-697913,PdRh2He,3,cubic,202,Metal,-0.2883,0.024,0.0,1,181.16,48.52,0.3656,5.984,6,382.47,882.0,1,132.517824,77.11709439999998
mp-227726,ArSeZr3,3,trigonal,161,Carbide,-1.8403,0.1355,1.022,0,343.69,292.05,0.1883,6.288,12,954.49,2094.0,0,694.0860299999999,413.93641799999995
mp-813894,La2Os4Be2,3,cubic,211,Semiconductor,-0.2839,0.0026,3.864,0,89.14,55.29,0.2389,3.881,2,116.52,920.0,1,136.99756200000002,80.6461372
mp-969543,Cl,1,tetragonal,75,Oxide,-2.3675,0.0003,4.64,0,240.55,48.85,0.4064,2.407,32,785.06,2457.0,1,137.40528,81.480368
mp-171741,W4Pd4,2,orthorhombic,44,Intermetallic,-0.5854,0.0323,0.0,1,75.34,21.19,0.3786,12.254,4,646.82,781.0,1,58.425068,30.1534408
mp-64561,Hf2Ru4Zr3,3,hexagonal,183,Metal,-0.9617,0.1136,0.0,1,109.04,65.03,0.2318,5.295,8,449.86,1523.0,0,160.207908,94.0067448
mp-418072,Br3Ba2Si4Se,4,monoclinic,14,Nitride,-0.6835,0.1796,1.934,0,256.62,65.62,0.386,7.545,6,687.1,1250.0,0,181.89864000000003,106.12118400000001
mp-797263,Se4In,2,cubic,201,Halide,-2.8298,0.0369,6.153,0,104.22,41.66,0.3208,5.656,2,174.98,1166.0,1,110.049056,63.76703359999999
mp-788004,Ce3,1,hexagonal,180,Carbide,-1.9665,0.0336,0.255,0,251.75,53.29,0.4008,4.361,24,1442.55,3243.0,1,149.297264,87.8339584
mp-400336,PtSbBr4,3,hexagonal,175,Oxide,-4.3635,0.0176,1.972,0,103.19,49.86,0.3026,4.508,16,1020.25,1708.0,1,129.895272,76.1339632
mp-111982,Bi3Fe4Sb2H2,4,cubic,203,Oxide,-2.5057,0.0308,0.5,0,148.47,90.69,0.2537,3.203,12,486.61,1054.0,1,227.396106,135.1564636
mp-522825,Zr2H3Be2Ta3,4,monoclinic,4,Intermetallic,-0.1401,0.0051,0.0,1,88.02,46.15,0.2726,8.019,16,2001.17,527.0,1,117.46097999999999,67.268988
mp-773350,Fe3BrMn4,3,tetragonal,112,Silicate,-2.3196,0.0231,2.305,0,109.19,68.78,0.247,1.915,12,332.03,1541.0,1,171.53732,102.15639199999998
mp-381986,K2Ge4,2,cubic,225,Boride,-1.1617,0.0455,1.939,0,330.24,157.76,0.2806,8.063,8,1080.62,1910.0,1,404.05491199999994,239.20774719999994
mp-887145,Na4Mg,2,hexagonal,183,Intermetallic,-1.1933,0.0152,0.0,1,82.41,53.42,0.2501,8.004,4,319.33,1564.0,1,133.560684,76.9348104
mp-436795,IrK3,2,hexagonal,170,Intermetallic,-1.962,0.14,0.0,1,140.5,86.79,0.2508,3.478,6,157.79,753.0,0,217.113864,128.8771184
mp-787778,N2WNi3Cd3,4,hexagonal,190,Metal,-0.048,0.0822,0.0,1,124.39,41.87,0.3431,6.883,6,638.9,1626.0,0,112.47119399999998,64.72951639999998
mp-557913,V3Pb4,2,trigonal,163,Metal,-0.62,0.0209,0.0,1,240.34,135.59,0.2555,7.165,16,1790.8,616.0,1,340.46649,201.413894
mp-289466,Cd3Li3,2,monoclinic,5,Chalcogenide,-0.7204,0.0595,1.258,0,99.85,66.98,0.2166,3.568,12,461.73,885.0,0,162.97573599999998,96.35824159999999
mp-999981,P4Sn2Zn,3,orthorhombic,17,Semiconductor,-0.8623,0.0985,0.904,0,35.37,13.98,0.3363,5.224,12,765.78,807.0,0,37.362948,20.3281688
mp-842850,Re4Sb,2,orthorhombic,36,Metal,-0.1797,0.0455,0.0,1,128.53,79.73,0.2423,11.318,4,814.33,403.0,1,198.097158,114.3310948
mp-378762,Cd2Na3,2,hexagonal,174,Metal,-1.0495,0.0343,0.0,1,86.96,39.07,0.2928,9.433,12,1891.75,826.0,1,101.019392,56.83843519999999
mp-991540,TaRh,2,cubic,195,Phosphide,-1.6529,0.046,0.466,0,84.49,38.68,0.3071,3.025,6,173.55,1324.0,1,101.117256,59.4603536
mp-808376,Cr4B3Ne,3,hexagonal,170,Intermetallic,-1.0482,0.008,0.0,1,151.95,84.45,0.2588,8.381,12,1655.66,1156.0,1,212.61132,124.21439199999999
mp-218456,Re4S2,2,orthorhombic,36,Sulfide,-0.4153,0.1885,0.215,0,127.7,52.68,0.3185,5.743,8,514.71,1404.0,0,138.91716,81.053096
mp-322009,CaNa2Cd,3,cubic,220,Ceramic,-5.8074,0.0041,5.207,0,97.75,51.88,0.2725,4.909,12,960.3,2305.0,1,132.0346,77.25716
mp-520830,Pb2F3Te,3,tetragonal,113,Carbide,-0.2001,0.0732,1.621,0,290.17,187.08,0.2441,6.076,6,532.3,2942.0,0,465.492456,276.86507359999996
mp-603922,BeO,2,cubic,230,Semiconductor,-0.2871,0.0481,2.305,0,80.72,51.54,0.2478,4.32,4,188.82,1182.0,1,128.623224,75.4459344
mp-162150,Zn2F4Pd4,3,triclinic,2,Semiconductor,-0.2526,0.0029,1.583,0,46.57,19.38,0.3237,4.07,16,815.31,1649.0,1,51.306612,29.1559672
mp-351916,Ne4As3,2,triclinic,1,Metal,-1.3522,0.0053,0.0,1,78.94,50.31,0.24,8.848,8,1065.49,2559.0,1,124.7688,71.32208
mp-44515,Be3Sr,2,hexagonal,182,Oxide,-2.8267,0.0059,2.649,0,247.23,224.08,0.1685,7.816,4,307.0,2155.0,1,523.67496,311.07857600000006
mp-338269,O2H3SnPt4,4,trigonal,143,Semiconductor,-0.88,0.0367,0.438,0,104.89,58.47,0.2777,4.933,8,638.94,1941.0,1,149.414238,87.6753428
mp-432360,Sb2Ar2La2,3,cubic,222,Nitride,-1.1884,0.0766,1.941,0,372.71,72.5,0.4012,5.321,8,643.89,959.0,0,203.174,119.776
mp-547857,Ga4Re4Ce,3,hexagonal,185,Alloy,-1.0401,0.0037,0.0,1,95.7,66.59,0.2083,7.982,2,108.53,2603.0,1,160.921394,93.36003639999998
